m_no,m_title,m_synopsis,g_no,m_time,m_open,m_director
158,왕의 남자,조선시대 연산조. 남사당패의 광대 장생(감우성 분)은 힘있는 양반들에게 농락당하던 생활을 거부하고 자신의 하나뿐인 친구이자 최고의 동료인 공길(이준기 분)과 보다 큰 놀이판을 찾아 한양으로 올라온다. 타고난 재주와 카리스마로 놀이패 무리를 이끌게 된 장생은 공길과 함께 연산(정진영 분)과 그의 애첩인 녹수(강성연 분)를 풍자하는 놀이판을 벌여 한양의 명물이 된다. 공연은 대 성공을 이루지만 그들은 왕을 희롱한 죄로 의금부로 끌려간다. 의금부에서 문초에 시달리던 장생은 특유의 당당함을 발휘해 왕을 웃겨 보이겠다고 호언장담하지만 막상 왕 앞에서 공연을 시작하자 모든 광대들이 얼어붙는다. 장생 역시 극도의 긴장감 속에서 왕을 웃기기 위해 갖은 노력을 하지만 왕은 꿈쩍도 하지 않고... 바로 그 때 얌전하기만 한 공길이 기지를 발휘해 특유의 앙칼진 연기를 선보이자 왕은 못 참겠다는 듯이 크게 웃어버린다. 이들의 공연에 흡족한 왕은 궁 내에 광대들의 거처 희락원(喜樂園)을 마련해 준다. 궁에 들어온 광대들은 신바람이 나서 탐관오리의 비리를 풍자하는 공연을 선보이고 왕은 즐거워한다. 하지만 중신들의 분위기가 싸늘함을 감지한 왕이 중신 중 한 명을 웃지 않는다며 탐관오리라는 명목으로 형벌을 내리고 연회장엔 긴장감이 감돈다. 연이은 연회에서 광대들은 여인들의 암투로 인해 왕이 후궁에게 사약을 내리는 경극을 연기하고 연산은 같은 이유로 왕에게 사약을 받았던 생모 폐비 윤씨를 상기하며 진노하여 그 자리에서 선왕의 여자들을 칼로 베어 죽게 한다. 공연을 할 때마다 궁이 피바다로 변하자 흥을 잃은 장생은 궁을 떠나겠다고 하지만 공길은 알 수 없는 이유로 남겠다고 한다. 그 사이 왕에 반발한 중신들은 광대를 쫓기 위한 음모를 꾸미고 왕의 관심을 광대에게 빼앗겼다는 질투심에 휩싸인 녹수 역시 은밀한 계략을 꾸민다.,3,119,3,이준익
159,용서받지 못한 자,은퇴한 무법자 윌리엄 머니는 살인자로 악명을 떨치던 과거에서 떠나 캔자스 촌구석에서 아들 딸과 함께 돼지나 키우면서 새로운 인생을 살아간다. 그러나 아내가 죽고 돼지들이 전염병으로 죽자 생활고에 시달리게 되는데 바로 이때 총잡이 스코필드 킷이 바운티 킬러로 같이 일하자고 제안해 온다. 사건은 빅 위스키라는 마을에서 벌어졌는데 창녀를 살해한 두 악당을 부패한 보안관이 말 몇필이라는 벌금만 받고 풀어주자 화가는 마을의 창녀들이 패물을 모아 악당들의 목에 현상금을 건 것이다. 머니의 부탁으로 역시 무법자 생활을 청산하고 조용히 살고 있는 로간도 동행하기로 해 세 사람은 빅 위스키로 향한다.\n\n\n\n은퇴한 무법자 윌리엄 머니는 살인자로 악명을 떨치던 과거에서 떠나 캔자스 촌구석에서 아들 딸과 함께 돼지나 키우면서 새로운 인생을 살아간다. 그러나 아내가 죽고 돼지들이 전염병으로 죽자 생활고에 시달리게 되는데 바로 이때 총잡이 스코필드 킷이 바운티 킬러로 같이 일하자고 제안해 온다. 사건은 빅 위스키라는 마을에서 벌어졌는데 창녀를 살해한 두 악당을 부패한 보안관이 말 몇필이라는 벌금만 받고 풀어주자 화가는 마을의 창녀들이 패물을 모아 악당들의 목에 현상금을 건 것이다. 머니의 부탁으로 역시 무법자 생활을 청산하고 조용히 살고 있는 로간도 동행하기로 해 세 사람은 빅 위스키로 향한다.,3,110,3,클린트 이스트우드
160,엑시트,짠내 폭발 청년백수 전대미문의 진짜 재난을 만나다!\n\n대학교 산악 동아리 에이스 출신이지만\n졸업 후 몇 년째 취업 실패로 눈칫밥만 먹는 용남은\n온 가족이 참석한 어머니의 칠순 잔치에서\n연회장 직원으로 취업한 동아리 후배 의주를 만난다\n어색한 재회도 잠시 칠순 잔치가 무르익던 중\n의문의 연기가 빌딩에서 피어 오르며\n피할 새도 없이 순식간에 도심 전체는 유독가스로 뒤덮여 일대혼란에 휩싸이게 된다.\n용남과 의주는 산악 동아리 시절 쌓아 뒀던 모든 체력과 스킬을 동원해\n탈출을 향한 기지를 발휘하기 시작하는데…,1.5,103,2,이상근
161,월-E,지구 최후의 로봇 ‘월ㆍE’와 함께 떠나는\n흥미진진! 무한상상! 로맨틱 어드벤처 블록버스터\n\n로 아카데미 상을 수상한 감독 겸 각본가 앤드류 스탠튼과   를 탄생시킨 픽사 애니메이션 스튜디오의 재기 넘치는 이야기꾼 천재적인 기술진들이 다시 한 번 손을 잡았다! 지구에서 그리 멀지 않은 은하계로 영화 팬들을 데려가 줄 그들의 어드벤처 블록버스터 이 새로운 컴퓨터 애니메이션의 주인공은 ‘월?E’라는 이름의 뚝심 있는 로봇이다.\n\n텅 빈 지구에 홀로 남아 수백 년이란 시간을 외롭게 일만 하며 보내던 월?E (WALL-E: Waste Allocation Load Lifter Earth-Class 지구 폐기물 수거?처리용 로봇). 그런 그가 매력적인 탐사 로봇 ‘이브’와 마주친 순간 잡동사니 수집만이 낙이던 인생에도 소중한 목표가 생긴다. 이브는 지구의 미래를 결정할 열쇠가 우연히 월?E의 손에 들어간 사실을 알게 되고 고향별로 돌아갈 날만 애타게 기다리는 인간들에게 이를 보고하기 위해 서둘러 우주로 향한다. 한편 월?E는 이브를 뒤쫓아 은하를 가로지르며 스크린 사상 가장 짜릿한 상상이 넘치는 어드벤처를 선사한다. 이제껏 꿈에서도 볼 수 없었던 미래 세계를 배경으로 우주에서 펼쳐지는 월?E의 환상적인 모험! 애완용 바퀴벌레 용맹스럽지만 어딘가 나사가 빠진 듯한 불량 로봇 군단 등 일련의 유쾌한 캐릭터들이 여기에 동참한다.,1.2.5.9.12.13,104,1,앤드류 스탠튼
162,위대한 독재자,평화를 사랑하는 평범한 유태인 이발사 vs 세계 정복을 꿈꾸는 악명 높은 독재자 힌켈\n‘같은 얼굴 다른 생각’ 운명 같은 두 남자가 펼치는 코믹 정치 풍자극!\n\n세계대전에서 패배한 토매니아국에 힌켈이라는 독재자가 나타나 악명을 떨친다. 한편 힌켈과 닮은꼴 외모의 이발사 찰리는 국가의 유태인 탄압정책으로 인해 곤경에 처하지만 병사로 참전했던 전쟁에서 우연히 구해줬던 슐츠 장교의 도움을 받아 위기를 모면한다. 독재자 힌켈의 악행은 갈수록 도를 더해가고 찰리는 유태인 수용소에 끌려가게 되지만 기지를 부려 탈옥에 성공한다. 하지만 이발사와 똑같은 얼굴을 한 힌켈이 탈옥범으로 오해 받아 감옥에 잡혀 들어가게 되는데...,5,125,1,찰리 채플린
163,연가시,치사율 100% 변종 연가시 감염주의보!\n그 누구도 피할 수 없는 감염의 공포가 대한민국을 초토화시킨다!\n\n날이 채 밝지 않은 새벽녘 탄천길. 뼈와 살가죽만 남은 참혹한 몰골의 변사체가 발견된다. 전국 4대강을 비롯해 물이 있는 곳이라면 어디든 발견되는 집단 시체들로 인해 대한민국은 아노미 상태에 빠지게 되고... 짧은 잠복기간과 치사율 100%. 인간의 뇌를 조종해 스스로 물가를 찾아 죽음에 이르게 하는 변종 기생충 연가시의 출현으로 감염자들이 기하급수적으로 늘어나게 되자 정부는 비상대책본부를 구성해 감염자들을 수용소에 격리시키기에 이른다. 한편 일에 치여 가족들을 챙기지 못했던 제약회사 영업사원 재혁은 자신도 모르는 사이에 연가시에 감염되어버린 아내와 아이들을 살리기 위해 치료제의 행방을 찾아 고군분투한다. 극한의 재앙 상황 속 집단 사망사건을 수사하던 재혁의 동생 재필이 연가시 사태와 관련된 중요한 단서를 발견하자 두 사람은 함께 사건의 실체를 파헤치게 되는데...,8.9,109,3,박정우
164,위대한 쇼맨,불가능한 꿈 그 이상의 쇼!\n쇼 비즈니스의 창시자이자 꿈의 무대로 전세계를 매료시킨 남자 ‘바넘’의 이야기에서 영감을 받아 탄생한 오리지널 뮤지컬 영화 <위대한 쇼맨>. <레미제라블> 이후 다시 뮤지컬 영화로 돌아온 휴 잭맨부터 잭 에프론 미셸 윌리엄스 레베카 퍼거슨 젠다야까지 할리우드 최고의 배우들이 합류해 환상적인 앙상블을 선보인다. 여기에 <미녀와 야수> 제작진과 <라라랜드> 작사팀의 합류로 더욱 풍성해진 비주얼과 스토리 음악까지 선보일 <위대한 쇼맨>은 ‘우리는 누구나 특별하다’는 메시지로 관객들에게 재미는 물론 감동까지 선사할 것이다.\nTHIS IS ME! 우리는 누구나 특별하다!,3.17,104,2,마이클 그레이시
165,위플래쉬,"""박자가 안 맞잖아 다시!""\n\n뉴욕의 명문 셰이퍼 음악학교에서\n최고의 스튜디오 밴드에 들어가게 된 신입생 '앤드류'\n\n최고의 지휘자이지만 동시에 최악의 폭군인 '플레쳐'교수는\n폭언과 학대로 '앤드류'를 한계까지 몰아붙이고 또 몰아붙인다.\n\n드럼 주위로 뚝뚝 떨어지는 피\n빠르게 달리는 선율 뒤로 아득해지는 의식\n그 순간 드럼에 대한 앤드류의 집착과 광기가 폭발한다.\n\n최고의 연주를 위한 완벽한 스윙이 시작된다!",3,106,3,데이미언 셔젤
166,나쁜 녀석들: 더 무비,죄수들이 탈출했다!\n교도소 호송차량이 전복되고 최악의 범죄자들이 탈주하는 사상 초유의 사건이 발생한다.\n이에 경찰은 수감 중인 범죄자가 흉악범을 잡는 극비 프로젝트인 ‘특수범죄수사과’를 다시 소집한다.\n\n미친개... 다시 풉시다!\n‘오구탁’(김상중) 반장은 과거 함께 활약했던 전설의 주먹 ‘박웅철’(마동석)을 찾아가고\n감성 사기꾼 ‘곽노순’(김아중)과 전직 형사 ‘고유성’(장기용)을 영입해 새로운 팀을 구성한다.\n\n새로운 멤버들이 합류해 더욱 강력하고 치밀하고 독해진 나쁜 녀석들.\n이 사건을 파헤칠수록 배후에 거대한 범죄조직이 있다는 것을 직감한 그들은\n더 나쁜 놈들을 소탕하기 위해 움직이기 시작하는데…\n\n나쁜 녀석들의 법 없는 검거작전!\n놈들처럼 생각하고 놈들처럼 행동할 그들이 온다!,1.4,114,3,손용호
167,이상한 나라의 앨리스,루이스 캐롤의 원작 소설을 만화 영화로 꾸민 것\n나른한여름 오후 언니가 읽어주는 역사 얘기를 들으며 졸고 있던 꼬마 소녀 앨리스는 하얀 토끼가 뛰어가는 걸 보고 뒤를 쫓아간다. 토끼구멍 속으로 따라 들어가 보니 그곳은 완전히 신비한 세계다. 작은 문의 손잡이는 말을 하고 테이블 위의 약병을 마시니까 앨리스는 병속에 들어 갈 정도로 아주 작아져서 자기가 흘렸던 눈물의 파도를 타고 열쇠 구멍을 지나간다. 앨리스가 도착한 곳에서는 뱃사람 도도를 비롯한 한 떼의 무리가 파도치는 바닷가를 달리며 젖은 몸을 말리자는 노래를 부르고 있었다. 물속에서 아무리 빙글빙글 돌아봤자 몸은 마르지 않는다고 얘길해봐도 듣지 않는다. 거기서 다시 흰토끼를 발견하고 따라가던 앨리스는 이번엔 쌍둥이 트위들 형제를 만나 바닷 물개와 목수 그리고 가여운 굴들에 관한 이야기를 듣는다. 이들은 흰 토끼를 찾을 방법을 가르쳐줄 듯 가르쳐줄 듯 폼을 재다가 자기들 얘기만 주절주절 쏟아놓는데.,2,75,1,크라이드 제로니미
168,이웃집 토토로,숲속에 살고 있는 특별한 친구를 만났다!\n\n도시를 떠나 시골로 이사 온 ‘사츠키’와 ‘메이’는 우연히 숲속에 살고 있는 신비로운 생명체 ‘토토로’를 만나 신비한 모험을 함께 한다.\n그러던 어느 날 어머니의 병원에서 위태로운 소식이 도착하고 언니 ‘사츠키’가 정신없이 아빠에게 연락을 취하는 와중에 ‘메이’가 행방불명 되는데…,2.3,87,1,미야자키 하야오
169,이터널 선샤인,사랑은 그렇게 다시 기억된다..\n조엘은 아픈 기억만을 지워준다는 라쿠나사를 찾아가 헤어진 연인 클레멘타인의 기억을 지우기로 결심한다. 기억이 사라져 갈수록 조엘은 사랑이 시작되던 순간 행복한 기억들 가슴 속에 각인된 추억들을 지우기 싫어지기만 하는데... 당신을 지우면 이 아픔도 사라질까요? 사랑은 그렇게 다시 기억된다.,6,107,3,미셸 공드리
170,이터널스,마블 스튜디오의 <이터널스>는 수천 년에 걸쳐 그 모습을 드러내지 않고 살아온 불멸의 히어로들이\n<어벤져스: 엔드게임> 이후 인류의 가장 오래된 적 '데비안츠'에 맞서기 위해 다시 힘을 합치면서 벌어지는 이야기,1.3.12,155,2,클로이 자오
171,인턴,프라다 입은 악마를 벗어난 '앤 해서웨이'\n수트 입은 70세 인턴 '로버트 드 니로'를 만나다!\n창업 1년 반 만에 직원 220명의 성공신화를 이룬 줄스(앤 해서웨이). TPO에 맞는 패션센스 업무를 위해 사무실에서도 끊임 없는 체력관리 야근하는 직원 챙겨주고 고객을 위해 박스포장까지 직접 하는 열정적인 30세 여성 CEO! 한편 수십 년 직장생활에서 비롯된 노하우와 나이만큼 풍부한 인생경험이 무기인 만능 70세의 벤(로버트 드 니로)을 인턴으로 채용하게 되는데..,3,121,2,낸시 마이어스
172,인사이드 아웃,“괜찮아 다 잘 될 거야!\n우리가 행복하게 만들어 줄게”\n\n모든 사람의 머릿속에 존재하는 감정 컨트롤 본부\n그곳에서 불철주야 열심히 일하는 기쁨 슬픔 버럭 까칠 소심 다섯 감정들.\n\n이사 후 새로운 환경에 적응해야 하는 ‘라일리’를 위해\n그 어느 때 보다 바쁘게 감정의 신호를 보내지만\n우연한 실수로 ‘기쁨’과 ‘슬픔’이 본부를 이탈하게 되자\n'라일리’의 마음 속에 큰 변화가 찾아온다.\n\n'라일리'가 예전의 모습을 되찾기 위해서는 ‘기쁨’과 ‘슬픔’이 본부로 돌아가야만 한다!\n그러나 엄청난 기억들이 저장되어 있는 머릿속 세계에서 본부까지 가는 길은 험난하기만 한데…\n과연 ‘라일리’는 다시 행복해질 수 있을까?\n\n지금 당신의 머릿속에서 벌어지는 놀라운 일!\n하루에도 몇번씩 변하는 감정의 비밀이 밝혀진다!,2.5,101,1,피트 닥터
173,인생은 아름다워,로마에 갓 상경한 시골 총각 ‘귀도’는 운명처럼 만난 여인 ‘도라’에게 첫눈에 반한다. 넘치는 재치와 유머로 약혼자가 있던 그녀를 사로잡은 ‘귀도’는 ‘도라’와 단란한 가정을 꾸리며 분신과도 같은 아들 ‘조수아’를 얻는다.\n‘조수아’의 다섯 살 생일 갑작스레 들이닥친 군인들은 ‘귀도’와 ‘조수아’를 수용소 행 기차에 실어버리고 소식을 들은 ‘도라’ 역시 기차에 따라 오른다. ‘귀도’는 아들을 달래기 위해 무자비한 수용소 생활을 단체게임이라 속이고 1000점을 따는 우승자에게는 진짜 탱크가 주어진다고 말한다. 불안한 하루하루가 지나 어느덧 전쟁이 끝났다는 말을 들은 ‘귀도’는 마지막으로 ‘조수아’를 창고에 숨겨둔 채 아내를 찾아 나서는데…\n\n전세계를 울린 위대한 사랑\n마법처럼 놀라운 이야기가 찾아온다!,3.5.15,116,1,로베르토 베니니
