sc_no	t_no	m_no	p_no	sc_theater	sc_date	sc_time
12241	106	1	1	3관	2022-09-03	24:00
12242	106	3	1	2관	2022-09-03	21:20
12243	106	9	1	2관	2022-09-03	23:55
12244	106	10	1	1관	2022-09-03	22:10
12245	106	8	1	1관	2022-09-03	24:31
12246	107	1	7	SKYBO	2022-09-03	22:00
12247	107	1	7	SKYBO	2022-09-03	24:40
12248	107	6	7	SKYBO	2022-09-03	22:00
12249	107	1	7	SKYBO	2022-09-03	24:40
12250	107	1	5	14관	2022-09-03	23:40
12251	107	1	1	19관	2022-09-03	22:50
12252	107	1	1	17관	2022-09-03	23:10
12253	107	1	3	4DX	2022-09-03	23:20
12254	107	1	1	17관	2022-09-03	21:50
12255	107	1	1	20관	2022-09-03	23:31
12256	107	1	2	IMAX	2022-09-03	23:00
12257	107	1	2	IMAX	2022-09-03	25:40
12258	107	1	6	1관	2022-09-03	21:20
12259	107	1	6	1관	2022-09-03	24:00
12260	107	1	1	4관	2022-09-03	22:00
12261	107	1	1	4관	2022-09-03	24:40
12262	107	1	1	5관	2022-09-03	21:05
12263	107	1	1	11관	2022-09-03	21:40
12264	107	1	1	11관	2022-09-03	24:20
12265	107	1	1	12관	2022-09-03	22:50
12266	107	1	1	12관	2022-09-03	25:31
12267	107	1	1	13관	2022-09-03	22:20
12268	107	1	1	15관	2022-09-03	22:35
12269	107	1	1	15관	2022-09-03	25:15
12270	107	1	1	17관	2022-09-03	23:10
12271	107	2	1	2관	2022-09-03	24:25
12272	107	2	1	5관	2022-09-03	23:45
12273	107	3	1	2관	2022-09-03	21:50
12274	107	9	1	16관	2022-09-03	23:40
12275	107	7	1	10관	2022-09-03	22:45
12276	107	10	1	6관	2022-09-03	22:31
12277	107	9	1	18관	2022-09-03	22:00
12278	107	12	1	7관	2022-09-03	22:05
12279	107	41	1	16관	2022-09-03	21:40
12280	107	32	1	6관	2022-09-03	24:50
12281	107	34	1	18관	2022-09-03	24:31
12282	142	1	5	2관	2022-09-03	22:10
12283	142	1	3	4DX	2022-09-03	21:10
12284	142	1	1	4관	2022-09-03	21:40
12285	142	1	1	5관	2022-09-03	22:40
12286	142	2	1	1관	2022-09-03	22:31
12287	142	9	1	6관	2022-09-03	22:40
12288	155	1	5	2관	2022-09-03	21:50
12289	155	1	5	2관	2022-09-03	24:31
12290	155	1	1	5관	2022-09-03	21:20
12291	155	1	1	5관	2022-09-03	24:00
12292	155	1	2	IMAX	2022-09-03	22:20
12293	155	1	2	IMAX	2022-09-03	25:00
12294	155	1	1	3관	2022-09-03	23:20
12295	155	1	1	4관	2022-09-03	22:50
12296	155	10	1	1관	2022-09-03	22:40
12297	156	1	1	2관	2022-09-03	21:20
12298	156	1	1	3관	2022-09-03	21:50
12299	156	1	9	SWEET	2022-09-03	21:50
12300	174	1	1	1관	2022-09-03	22:00
12301	174	1	1	3관	2022-09-03	22:31
12302	174	1	1	6관	2022-09-03	23:00
12303	184	22	1	1관	2022-09-03	11:05
12304	184	22	1	1관	2022-09-03	13:20
12305	184	22	1	1관	2022-09-03	15:35
12306	184	22	1	1관	2022-09-03	17:50
12307	184	22	1	1관	2022-09-03	20:05
12308	184	22	1	2관	2022-09-03	20:35
12309	184	22	1	3관	2022-09-03	10:00
12310	184	22	1	3관	2022-09-03	12:15
12311	184	22	1	3관	2022-09-03	14:31
12312	184	22	1	3관	2022-09-03	16:45
12313	184	22	1	3관	2022-09-03	19:00
12314	184	22	1	3관	2022-09-03	21:15
12315	184	1	1	2관	2022-09-03	10:00
12316	184	1	1	2관	2022-09-03	12:35
12317	184	1	1	2관	2022-09-03	15:10
12318	184	1	1	2관	2022-09-03	17:45
12319	184	4	1	4관	2022-09-03	10:31
12320	184	4	1	4관	2022-09-03	12:35
12321	184	4	1	4관	2022-09-03	14:40
12322	184	4	1	4관	2022-09-03	16:45
12323	184	4	1	4관	2022-09-03	18:50
12324	184	4	1	4관	2022-09-03	20:55
12325	184	4	1	4관	2022-09-03	10:31
12326	184	4	1	4관	2022-09-03	12:35
12327	184	4	1	4관	2022-09-03	14:40
12328	184	4	1	4관	2022-09-03	16:45
12329	184	4	1	4관	2022-09-03	18:50
12330	184	4	1	4관	2022-09-03	20:55
12331	185	1	5	1관	2022-09-03	22:40
12332	185	1	1	3관	2022-09-03	21:55
12333	185	1	1	5관	2022-09-03	23:00
12334	185	2	1	4관	2022-09-03	22:40
12335	5	1	1	3관	2022-09-03	21:50
12336	5	1	1	5관	2022-09-03	21:35
12337	5	2	1	8관	2022-09-03	22:00
12338	6	1	1	5관	2022-09-03	21:40
12339	6	1	1	6관	2022-09-03	22:40
12340	6	9	1	3관	2022-09-03	22:20
12341	6	10	1	4관	2022-09-03	22:10
12342	7	1	3	4DX	2022-09-03	23:31
12343	7	1	2	IMAX	2022-09-03	22:20
12344	7	1	2	IMAX	2022-09-03	25:00
12345	7	1	1	1관	2022-09-03	22:55
12346	7	1	1	3관	2022-09-03	24:00
12347	7	9	1	4관	2022-09-03	21:50
12348	7	9	1	4관	2022-09-03	24:40
12349	7	10	1	2관	2022-09-03	23:00
12350	8	22	1	1관	2022-09-03	18:50
12351	8	22	1	2관	2022-09-03	10:31
12352	8	22	1	2관	2022-09-03	12:45
12353	8	22	1	2관	2022-09-03	15:00
12354	8	22	1	2관	2022-09-03	17:15
12355	8	22	1	2관	2022-09-03	19:31
12356	8	22	1	2관	2022-09-03	21:45
12357	8	22	1	3관	2022-09-03	11:31
12358	8	22	1	3관	2022-09-03	13:45
12359	8	22	1	3관	2022-09-03	16:00
12361	8	22	1	3관	2022-09-03	18:15
12362	8	1	1	4관	2022-09-03	11:00
12363	8	1	1	4관	2022-09-03	13:35
12364	8	1	1	4관	2022-09-03	16:15
12365	8	1	1	4관	2022-09-03	18:50
12366	8	1	1	4관	2022-09-03	21:31
12367	8	3	1	1관	2022-09-03	13:15
12368	8	3	1	1관	2022-09-03	21:05
12369	8	4	1	1관	2022-09-03	15:50
12370	8	9	1	1관	2022-09-03	10:31
12371	9	1	1	5관	2022-09-03	22:10
12372	10	1	1	2관	2022-09-03	22:20
12373	10	1	1	4관	2022-09-03	22:50
12374	10	9	1	3관	2022-09-03	22:20
12375	11	22	1	1관	2022-09-03	10:00
12376	11	22	1	1관	2022-09-03	12:10
12377	11	22	1	1관	2022-09-03	14:20
12378	11	22	1	1관	2022-09-03	16:31
12379	11	22	1	1관	2022-09-03	18:40
12380	11	22	1	1관	2022-09-03	20:50
12381	11	22	1	1관	2022-09-03	23:00
12382	11	22	1	3관	2022-09-03	10:31
12383	11	22	1	3관	2022-09-03	12:40
12384	11	22	1	3관	2022-09-03	14:50
12385	11	22	1	3관	2022-09-03	17:00
12386	11	22	1	3관	2022-09-03	19:10
12387	11	22	1	3관	2022-09-03	21:20
12388	11	22	1	4관	2022-09-03	20:20
12389	11	22	1	4관	2022-09-03	22:31
12390	11	22	1	6관	2022-09-03	09:00
12391	11	22	1	6관	2022-09-03	11:10
12392	11	22	1	6관	2022-09-03	13:20
12393	11	22	1	6관	2022-09-03	15:31
12394	11	22	1	6관	2022-09-03	17:40
12395	11	22	1	6관	2022-09-03	19:50
12396	11	22	1	6관	2022-09-03	22:00
12397	11	1	1	2관	2022-09-03	10:20
12398	11	1	1	2관	2022-09-03	12:50
12399	11	1	1	2관	2022-09-03	15:20
12400	11	1	1	2관	2022-09-03	17:50
12401	11	1	1	2관	2022-09-03	20:20
12402	11	1	1	2관	2022-09-03	22:50
12403	11	1	1	5관	2022-09-03	09:15
12404	11	1	1	5관	2022-09-03	11:45
12405	11	1	1	5관	2022-09-03	14:15
12406	11	1	1	5관	2022-09-03	16:45
12407	11	1	1	5관	2022-09-03	19:15
12408	11	1	1	5관	2022-09-03	21:45
12409	11	3	1	4관	2022-09-03	09:50
12410	11	4	1	4관	2022-09-03	15:10
12411	11	9	1	4관	2022-09-03	12:20
12412	11	9	1	4관	2022-09-03	17:31
12413	12	1	1	4관	2022-09-03	22:25
12414	13	1	1	3관	2022-09-03	22:25
12415	14	22	1	1관	2022-09-03	10:10
12416	14	22	1	1관	2022-09-03	12:10
12417	14	22	1	1관	2022-09-03	14:31
12418	14	22	1	1관	2022-09-03	16:40
12419	14	22	1	1관	2022-09-03	18:50
12420	14	22	1	1관	2022-09-03	21:00
12421	14	22	1	1관	2022-09-03	23:10
12422	14	22	1	2관	2022-09-03	08:40
12423	14	22	1	2관	2022-09-03	10:50
12424	14	22	1	2관	2022-09-03	13:00
12425	14	22	1	2관	2022-09-03	15:10
12426	14	22	1	2관	2022-09-03	17:20
12427	14	22	1	2관	2022-09-03	19:31
12428	14	22	1	2관	2022-09-03	21:40
12429	14	22	1	3관	2022-09-03	09:31
12430	14	22	1	3관	2022-09-03	11:40
12431	14	22	1	3관	2022-09-03	13:50
12432	14	22	1	3관	2022-09-03	16:00
12433	14	22	1	3관	2022-09-03	18:10
12434	14	22	1	3관	2022-09-03	20:20
12435	14	22	1	3관	2022-09-03	22:31
12436	14	1	1	4관	2022-09-03	09:40
12437	14	1	1	4관	2022-09-03	12:10
12438	14	1	1	4관	2022-09-03	14:40
12439	14	1	1	4관	2022-09-03	17:10
12440	14	1	1	4관	2022-09-03	19:40
12441	14	1	1	4관	2022-09-03	22:10
12442	41	1	1	1관	2022-09-03	23:00
12443	41	1	1	3관	2022-09-03	22:20
12444	41	9	1	2관	2022-09-03	22:40
12445	41	10	1	6관	2022-09-03	22:31
12446	42	1	1	1관	2022-09-03	23:35
12447	42	1	3	4DX	2022-09-03	23:20
12448	42	1	1	2관	2022-09-03	23:50
12449	42	1	1	7관	2022-09-03	22:10
12450	42	9	1	3관	2022-09-03	22:45
12451	42	9	1	6관	2022-09-03	23:50
12452	42	8	1	8관	2022-09-03	22:55
12453	43	1	5	6관	2022-09-03	23:00
12454	43	1	1	1관	2022-09-03	24:31
12455	43	1	1	3관	2022-09-03	23:45
12456	43	1	1	5관	2022-09-03	22:20
12457	43	2	1	8관	2022-09-03	22:45
12458	43	9	1	2관	2022-09-03	24:05
12459	43	10	1	4관	2022-09-03	23:10
12460	43	8	1	8관	2022-09-03	24:35
12461	44	1	5	1관	2022-09-03	22:05
12462	44	1	1	2관	2022-09-03	23:31
12463	44	1	1	3관	2022-09-03	22:50
12464	44	3	1	5관	2022-09-03	22:50
12465	44	9	1	6관	2022-09-03	23:31
12466	45	1	1	2관	2022-09-03	22:20
12467	45	1	1	5관	2022-09-03	23:31
12468	45	1	1	6관	2022-09-03	23:00
12469	45	9	1	1관	2022-09-03	22:35
12470	70	1	1	1관	2022-09-03	22:25
12471	71	1	1	1관	2022-09-03	22:31
12472	71	1	1	2관	2022-09-03	23:31
12473	71	1	1	4관	2022-09-03	23:00
12474	71	2	1	3관	2022-09-03	22:35
12475	71	10	1	6관	2022-09-03	22:45
12476	72	1	3	4DX	2022-09-03	23:20
12477	72	1	1	4관	2022-09-03	23:31
12478	72	1	1	6관	2022-09-03	22:50
12479	72	2	1	7관	2022-09-03	23:20
12480	73	1	1	3관	2022-09-03	23:31
12481	73	1	1	6관	2022-09-03	22:55
12482	73	10	1	5관	2022-09-03	23:00
12483	74	2	1	5관	2022-09-03	22:40
12484	75	1	1	8관	2022-09-03	23:00
12485	75	3	1	4관	2022-09-03	23:00
12486	75	8	1	2관	2022-09-03	23:00
12487	85	22	1	1관	2022-09-03	11:00
12488	85	22	1	1관	2022-09-03	19:31
12489	85	22	1	2관	2022-09-03	09:50
12490	85	22	1	2관	2022-09-03	12:10
12491	85	22	1	2관	2022-09-03	14:31
12492	85	22	1	2관	2022-09-03	16:50
12493	85	22	1	2관	2022-09-03	19:10
12494	85	22	1	2관	2022-09-03	21:31
12495	85	22	1	3관	2022-09-03	13:45
12496	85	22	1	3관	2022-09-03	16:05
12497	85	22	1	3관	2022-09-03	18:25
12498	85	22	1	3관	2022-09-03	20:45
12499	85	22	1	5관	2022-09-03	10:40
12500	85	22	1	5관	2022-09-03	13:00
12501	85	22	1	5관	2022-09-03	15:20
12502	85	22	1	5관	2022-09-03	17:40
12503	85	22	1	5관	2022-09-03	20:00
12504	85	1	1	4관	2022-09-03	11:00
12505	85	1	1	4관	2022-09-03	13:35
12506	85	1	1	4관	2022-09-03	16:10
12507	85	1	1	4관	2022-09-03	18:45
12508	85	1	1	4관	2022-09-03	21:20
12509	85	1	1	6관	2022-09-03	10:00
12510	85	1	1	6관	2022-09-03	14:55
12511	85	1	1	6관	2022-09-03	19:55
12512	85	2	1	1관	2022-09-03	17:40
12513	85	2	1	1관	2022-09-03	21:45
12514	85	4	1	1관	2022-09-03	13:15
12515	85	4	1	1관	2022-09-03	15:31
12516	85	9	1	3관	2022-09-03	10:50
12517	85	10	1	6관	2022-09-03	17:31
12518	85	8	1	6관	2022-09-03	12:35
12519	86	22	1	2관	2022-09-03	10:00
12520	86	22	1	2관	2022-09-03	12:15
12521	86	22	1	2관	2022-09-03	14:31
12522	86	22	1	2관	2022-09-03	16:45
12523	86	22	1	2관	2022-09-03	19:00
12524	86	22	1	2관	2022-09-03	21:15
12525	86	22	1	3관	2022-09-03	09:00
12526	86	22	1	3관	2022-09-03	11:15
12527	86	22	1	3관	2022-09-03	13:31
12528	86	22	1	3관	2022-09-03	15:45
12529	86	22	1	3관	2022-09-03	18:00
12530	86	22	1	3관	2022-09-03	20:15
12531	86	22	1	3관	2022-09-03	22:31
12532	86	22	1	4관	2022-09-03	12:45
12533	86	22	1	4관	2022-09-03	15:00
12534	86	22	1	4관	2022-09-03	17:20
12535	86	22	1	4관	2022-09-03	19:35
12536	86	22	1	4관	2022-09-03	21:55
12537	86	1	1	1관	2022-09-03	09:31
12538	86	1	1	1관	2022-09-03	12:05
12539	86	1	1	1관	2022-09-03	14:40
12540	86	1	1	1관	2022-09-03	17:15
12541	86	1	1	1관	2022-09-03	19:50
12542	86	1	1	1관	2022-09-03	22:25
12543	86	4	1	4관	2022-09-03	10:31
12544	87	1	1	1관	2022-09-03	22:55
12545	87	2	1	3관	2022-09-03	23:25
12546	88	1	1	4관	2022-09-03	22:55
12547	88	1	1	9관	2022-09-03	22:40
12548	88	1	1	10관	2022-09-03	23:15
12549	88	2	1	6관	2022-09-03	22:50
12550	88	9	1	11관	2022-09-03	23:15
12551	89	1	5	6관	2022-09-03	23:20
12552	89	1	2	IMAX	2022-09-03	24:31
12553	89	1	1	2관	2022-09-03	22:50
12554	89	1	1	3관	2022-09-03	24:00
12555	89	2	1	8관	2022-09-03	24:35
12556	89	9	1	5관	2022-09-03	23:15
12557	90	22	1	1관	2022-09-03	10:31
12558	90	22	1	1관	2022-09-03	12:45
12559	90	22	1	1관	2022-09-03	15:00
12561	90	22	1	1관	2022-09-03	17:15
12562	90	22	1	1관	2022-09-03	21:45
12563	90	22	1	2관	2022-09-03	11:40
12564	90	22	1	2관	2022-09-03	13:55
12565	90	22	1	2관	2022-09-03	16:10
12566	90	22	1	2관	2022-09-03	18:25
12567	90	22	1	2관	2022-09-03	20:40
12568	90	22	1	4관	2022-09-03	11:00
12569	90	22	1	4관	2022-09-03	13:15
12570	90	22	1	4관	2022-09-03	15:31
12571	90	22	1	4관	2022-09-03	17:45
12572	90	22	1	4관	2022-09-03	20:00
12573	90	22	1	4관	2022-09-03	22:15
12574	90	22	1	5관	2022-09-03	10:00
12575	90	22	1	5관	2022-09-03	12:15
12576	90	22	1	5관	2022-09-03	14:31
12577	90	22	1	5관	2022-09-03	16:45
12578	90	22	1	5관	2022-09-03	19:00
12579	90	22	1	5관	2022-09-03	21:15
12580	90	1	1	3관	2022-09-03	13:50
12581	90	1	1	3관	2022-09-03	16:25
12582	90	1	1	3관	2022-09-03	19:00
12583	90	1	1	3관	2022-09-03	21:35
12584	90	1	1	6관	2022-09-03	10:00
12585	90	1	1	6관	2022-09-03	12:35
12586	90	1	1	6관	2022-09-03	15:10
12587	90	1	1	6관	2022-09-03	17:45
12588	90	1	1	6관	2022-09-03	20:20
12589	90	4	1	3관	2022-09-03	11:40
12590	91	22	1	1관	2022-09-03	10:00
12591	91	22	1	1관	2022-09-03	12:15
12592	91	22	1	1관	2022-09-03	14:31
12593	91	22	1	1관	2022-09-03	16:50
12594	91	22	1	1관	2022-09-03	19:05
12595	91	22	1	1관	2022-09-03	21:20
12596	91	22	1	4관	2022-09-03	11:00
12597	91	22	1	4관	2022-09-03	13:15
12598	91	22	1	4관	2022-09-03	15:31
12599	91	22	1	4관	2022-09-03	17:50
12600	91	22	1	4관	2022-09-03	20:05
12601	91	22	1	4관	2022-09-03	22:25
12602	91	1	1	2관	2022-09-03	11:20
12603	91	1	1	2관	2022-09-03	13:55
12604	91	1	1	2관	2022-09-03	16:31
12605	91	1	1	2관	2022-09-03	19:20
12606	91	1	1	2관	2022-09-03	21:55
12607	91	1	1	3관	2022-09-03	10:20
12608	91	1	1	3관	2022-09-03	14:55
12609	91	1	1	3관	2022-09-03	17:31
12610	91	1	1	3관	2022-09-03	20:25
12611	91	4	1	3관	2022-09-03	12:55
12612	108	22	1	1관	2022-09-03	11:45
12613	108	22	1	1관	2022-09-03	14:00
12614	108	22	1	1관	2022-09-03	16:15
12615	108	22	1	1관	2022-09-03	18:31
12616	108	22	1	1관	2022-09-03	20:45
12617	108	22	1	1관	2022-09-03	23:00
12618	108	22	1	2관	2022-09-03	17:35
12619	108	22	1	2관	2022-09-03	19:50
12620	108	22	1	5관	2022-09-03	11:00
12621	108	22	1	5관	2022-09-03	13:25
12622	108	22	1	5관	2022-09-03	15:40
12623	108	22	1	5관	2022-09-03	17:55
12624	108	22	1	5관	2022-09-03	20:10
12625	108	22	1	5관	2022-09-03	22:25
12626	108	22	1	6관	2022-09-03	10:31
12627	108	22	1	6관	2022-09-03	12:45
12628	108	22	1	6관	2022-09-03	15:00
12629	108	22	1	6관	2022-09-03	17:15
12630	108	22	1	6관	2022-09-03	19:31
12631	108	22	1	6관	2022-09-03	21:45
12632	108	22	1	7관	2022-09-03	10:00
12633	108	22	1	7관	2022-09-03	12:15
12634	108	22	1	7관	2022-09-03	14:31
12635	108	22	1	7관	2022-09-03	16:45
12636	108	22	1	7관	2022-09-03	19:00
12637	108	22	1	7관	2022-09-03	21:15
12638	108	22	1	7관	2022-09-03	23:31
12639	108	22	1	8관	2022-09-03	14:45
12640	108	1	5	8관	2022-09-03	17:05
12641	108	1	5	8관	2022-09-03	19:45
12642	108	1	3	4DX	2022-09-03	10:00
12643	108	1	3	4DX	2022-09-03	12:40
12644	108	1	3	4DX	2022-09-03	15:20
12645	108	1	3	4DX	2022-09-03	18:00
12646	108	1	3	4DX	2022-09-03	20:40
12647	108	1	3	4DX	2022-09-03	23:20
12648	108	1	1	2관	2022-09-03	11:45
12649	108	1	1	2관	2022-09-03	14:25
12650	108	1	1	2관	2022-09-03	22:25
12651	108	1	1	3관	2022-09-03	10:50
12652	108	1	1	3관	2022-09-03	13:31
12653	108	1	1	3관	2022-09-03	16:10
12654	108	1	1	3관	2022-09-03	18:50
12655	108	1	1	3관	2022-09-03	21:31
12656	108	10	1	8관	2022-09-03	12:31
12657	108	8	1	8관	2022-09-03	10:15
12658	108	8	1	8관	2022-09-03	22:50
12659	109	22	1	1관	2022-09-03	09:00
12660	109	22	1	1관	2022-09-03	11:20
12661	109	22	1	1관	2022-09-03	13:31
12662	109	22	1	1관	2022-09-03	15:50
12663	109	22	1	1관	2022-09-03	18:10
12664	109	22	1	1관	2022-09-03	20:31
12665	109	22	1	2관	2022-09-03	11:25
12666	109	22	1	2관	2022-09-03	18:10
12667	109	22	1	3관	2022-09-03	09:10
12668	109	22	1	3관	2022-09-03	11:50
12669	109	22	1	3관	2022-09-03	14:31
12670	109	22	1	3관	2022-09-03	17:00
12671	109	22	1	3관	2022-09-03	19:31
12672	109	22	1	6관	2022-09-03	10:00
12673	109	22	1	6관	2022-09-03	12:40
12674	109	22	1	6관	2022-09-03	15:31
12675	109	22	1	6관	2022-09-03	18:40
12676	109	22	1	7관	2022-09-03	10:31
12677	109	22	1	7관	2022-09-03	13:50
12678	109	22	1	7관	2022-09-03	16:20
12679	109	22	1	7관	2022-09-03	19:50
12680	109	22	1	8관	2022-09-03	11:00
12681	109	22	1	8관	2022-09-03	14:00
12682	109	22	1	8관	2022-09-03	16:31
12683	109	22	1	8관	2022-09-03	20:00
12684	109	1	1	2관	2022-09-03	20:31
12685	109	1	1	4관	2022-09-03	09:00
12686	109	1	1	4관	2022-09-03	11:50
12687	109	1	1	4관	2022-09-03	14:31
12688	109	1	1	4관	2022-09-03	17:00
12689	109	1	1	4관	2022-09-03	19:31
12690	109	1	1	5관	2022-09-03	10:00
12691	109	1	1	5관	2022-09-03	12:40
12692	109	1	1	5관	2022-09-03	15:31
12693	109	1	1	5관	2022-09-03	18:40
12694	109	4	1	2관	2022-09-03	09:00
12695	109	53	1	2관	2022-09-03	14:31
12696	110	22	1	1관	2022-09-03	10:40
12697	110	22	1	2관	2022-09-03	10:15
12698	110	22	1	2관	2022-09-03	12:31
12699	110	22	1	2관	2022-09-03	14:45
12700	110	22	1	2관	2022-09-03	17:00
12701	110	22	1	2관	2022-09-03	19:15
12702	110	22	1	2관	2022-09-03	21:31
12703	110	22	1	3관	2022-09-03	10:10
12704	110	22	1	3관	2022-09-03	15:10
12705	110	22	1	3관	2022-09-03	17:20
12706	110	22	1	3관	2022-09-03	19:40
12707	110	22	1	3관	2022-09-03	22:00
12708	110	22	1	5관	2022-09-03	09:45
12709	110	22	1	5관	2022-09-03	12:00
12710	110	22	1	5관	2022-09-03	14:15
12711	110	22	1	5관	2022-09-03	16:31
12712	110	22	1	5관	2022-09-03	18:45
12713	110	22	1	5관	2022-09-03	21:00
12714	110	22	1	6관	2022-09-03	11:00
12715	110	22	1	6관	2022-09-03	13:15
12716	110	22	1	6관	2022-09-03	15:40
12717	110	22	1	6관	2022-09-03	17:55
12718	110	22	1	6관	2022-09-03	20:10
12719	110	22	1	6관	2022-09-03	22:31
12720	110	22	1	7관	2022-09-03	09:20
12721	110	22	1	7관	2022-09-03	11:35
12722	110	22	1	7관	2022-09-03	13:50
12723	110	22	1	7관	2022-09-03	16:05
12724	110	22	1	7관	2022-09-03	18:20
12725	110	22	1	7관	2022-09-03	20:35
12726	110	22	1	7관	2022-09-03	23:00
12727	110	1	1	1관	2022-09-03	15:35
12728	110	1	1	1관	2022-09-03	20:31
12729	110	1	1	4관	2022-09-03	09:31
12730	110	1	1	4관	2022-09-03	12:05
12731	110	1	1	4관	2022-09-03	14:40
12732	110	1	1	4관	2022-09-03	17:15
12733	110	1	1	4관	2022-09-03	19:50
12734	110	1	1	4관	2022-09-03	22:25
12735	110	1	1	8관	2022-09-03	18:31
12736	110	1	1	8관	2022-09-03	21:20
12737	110	26	1	1관	2022-09-03	18:10
12738	110	26	1	8관	2022-09-03	11:10
12739	110	4	1	3관	2022-09-03	12:50
12740	110	4	1	8관	2022-09-03	09:00
12741	110	4	1	8관	2022-09-03	16:00
12742	110	5	1	8관	2022-09-03	13:35
12743	110	3	1	1관	2022-09-03	13:00
12744	111	22	1	1관	2022-09-03	10:00
12745	111	22	1	1관	2022-09-03	12:20
12746	111	22	1	1관	2022-09-03	14:40
12747	111	22	1	1관	2022-09-03	17:00
12748	111	22	1	1관	2022-09-03	19:20
12749	111	22	1	1관	2022-09-03	21:40
12750	111	22	1	2관	2022-09-03	11:00
12751	111	22	1	2관	2022-09-03	13:20
12752	111	22	1	2관	2022-09-03	15:40
12753	111	22	1	2관	2022-09-03	18:00
12754	111	22	1	2관	2022-09-03	20:20
12755	111	22	1	2관	2022-09-03	22:40
12756	111	22	1	4관	2022-09-03	10:31
12757	111	22	1	4관	2022-09-03	12:50
12758	111	22	1	4관	2022-09-03	15:10
12759	111	22	1	4관	2022-09-03	17:31
12760	111	22	1	4관	2022-09-03	19:50
12761	111	22	1	4관	2022-09-03	22:10
12762	111	22	1	5관	2022-09-03	11:31
12763	111	22	1	5관	2022-09-03	13:50
12764	111	22	1	5관	2022-09-03	16:10
12765	111	22	1	5관	2022-09-03	18:31
12766	111	22	1	5관	2022-09-03	20:45
12767	111	22	1	5관	2022-09-03	23:00
12768	111	22	1	7관	2022-09-03	21:20
12769	111	1	1	3관	2022-09-03	10:00
12770	111	1	1	3관	2022-09-03	12:40
12771	111	1	1	3관	2022-09-03	15:20
12772	111	1	1	3관	2022-09-03	18:00
12773	111	1	1	3관	2022-09-03	20:40
12774	111	1	1	6관	2022-09-03	11:40
12775	111	1	1	6관	2022-09-03	14:20
12776	111	1	1	6관	2022-09-03	17:00
12777	111	1	1	6관	2022-09-03	19:40
12778	111	1	1	6관	2022-09-03	22:20
12779	111	1	1	7관	2022-09-03	18:50
12780	111	4	1	7관	2022-09-03	16:40
12781	111	10	1	7관	2022-09-03	10:31
12782	111	10	1	7관	2022-09-03	12:50
12783	111	18	1	7관	2022-09-03	15:10
12784	112	22	1	1관	2022-09-03	11:15
12785	112	22	1	1관	2022-09-03	13:31
12786	112	22	1	1관	2022-09-03	15:45
12787	112	22	1	1관	2022-09-03	18:00
12788	112	22	1	1관	2022-09-03	20:15
12789	112	22	1	1관	2022-09-03	22:31
12790	112	22	1	2관	2022-09-03	09:31
12791	112	22	1	2관	2022-09-03	11:45
12792	112	22	1	2관	2022-09-03	14:00
12793	112	22	1	2관	2022-09-03	16:15
12794	112	22	1	2관	2022-09-03	18:31
12795	112	22	1	2관	2022-09-03	20:45
12796	112	22	1	3관	2022-09-03	10:00
12797	112	22	1	3관	2022-09-03	12:15
12798	112	22	1	3관	2022-09-03	14:31
12799	112	22	1	3관	2022-09-03	16:45
12800	112	22	1	3관	2022-09-03	19:00
12801	112	22	1	3관	2022-09-03	21:15
12802	112	22	1	5관	2022-09-03	10:31
12803	112	22	1	5관	2022-09-03	12:45
12804	112	22	1	5관	2022-09-03	15:00
12805	112	22	1	5관	2022-09-03	17:15
12806	112	22	1	5관	2022-09-03	19:31
12807	112	22	1	5관	2022-09-03	21:45
12808	112	1	1	4관	2022-09-03	15:35
12809	112	1	1	4관	2022-09-03	21:00
12810	112	1	1	6관	2022-09-03	11:40
12811	112	1	1	6관	2022-09-03	14:20
12812	112	1	1	6관	2022-09-03	17:00
12813	112	1	1	6관	2022-09-03	19:40
12814	112	1	1	6관	2022-09-03	22:20
12815	112	4	1	4관	2022-09-03	13:20
12816	112	3	1	4관	2022-09-03	18:15
12817	112	9	1	4관	2022-09-03	10:20
12818	113	22	1	10관	2022-09-03	10:15
12819	113	22	1	10관	2022-09-03	12:31
12820	113	22	1	10관	2022-09-03	14:45
12821	113	22	1	10관	2022-09-03	17:00
12822	113	22	1	10관	2022-09-03	19:15
12823	113	22	1	10관	2022-09-03	21:31
12824	113	22	1	1관	2022-09-03	10:00
12825	113	22	1	1관	2022-09-03	12:15
12826	113	22	1	1관	2022-09-03	14:31
12827	113	22	1	1관	2022-09-03	16:45
12828	113	22	1	1관	2022-09-03	19:00
12829	113	22	1	1관	2022-09-03	21:15
12830	113	22	1	1관	2022-09-03	23:31
12831	113	22	1	2관	2022-09-03	09:31
12832	113	22	1	2관	2022-09-03	11:45
12833	113	22	1	2관	2022-09-03	14:00
12834	113	22	1	2관	2022-09-03	16:15
12835	113	22	1	2관	2022-09-03	18:31
12836	113	22	1	2관	2022-09-03	20:45
12837	113	22	1	2관	2022-09-03	23:05
12838	113	22	1	3관	2022-09-03	11:10
12839	113	22	1	3관	2022-09-03	13:25
12840	113	22	1	3관	2022-09-03	15:40
12841	113	22	1	3관	2022-09-03	20:15
12842	113	22	1	3관	2022-09-03	22:45
12843	113	22	1	5관	2022-09-03	17:15
12844	113	22	1	5관	2022-09-03	19:31
12845	113	22	1	5관	2022-09-03	21:45
12846	113	22	1	6관	2022-09-03	10:31
12847	113	22	1	6관	2022-09-03	12:45
